"ProbeID","Expression"
"1553319_at",1.331607014
"1553320_s_at",1.976025395
"1553321_a_at",1.734500991
"1553322_s_at",1.638834325
"1553323_a_at",1.580494724
"1553325_at",2.035657104
"1553326_at",1.858052388
"1553327_a_at",1.638684834
"1553328_a_at",2.308726068
"1553329_at",1.816928926
"1553330_at",1.744434705
"1553333_at",1.804070207
"1553335_x_at",1.888894481
"1553336_a_at",1.71250231
"1553338_at",2.427859776
"1553340_s_at",2.098458571
"1553341_at",1.800075043
"1553344_at",1.19257753
"1553346_a_at",1.565645194
"1553347_s_at",1.527854807
"1553348_a_at",2.556283129
"1553349_at",5.439663933
"1553350_at",2.342401787
"1553351_at",1.537149811
"1553352_x_at",2.539559819
"1553354_a_at",2.102848715
"1553355_at",1.966433152
"1553356_at",1.914923868
"1553357_at",1.659754431
"1553359_at",1.944846066
"1553361_x_at",1.882142995
"1553362_at",1.341925405
"1553363_at",2.000407103
"1553364_at",1.788974591
"1553365_at",1.995865042
"1553366_s_at",2.11208541
"1553367_a_at",2.36810015
"1553369_at",3.435229513
"1553371_at",1.939154076
"1553372_at",2.848077342
"1553373_at",2.200406964
"1553374_at",1.823542428
"1553375_at",2.037756387
"1553376_a_at",2.129462131
"1553378_a_at",2.716930469
"1553380_at",2.637566299
"1553383_at",2.036547349
"1553385_at",1.925440862
"1553386_at",1.883466211
"1553387_at",2.673008619
"1553388_at",1.51236664
"1553389_at",2.242765043
"1553390_at",1.920632461
"1553391_at",1.634667533
"1553392_at",1.873857122
"1553394_a_at",1.82929127
"1553395_a_at",3.330147781
"1553396_a_at",2.640318828
"1553397_at",3.326739903
"1553398_at",1.768049973
"1553399_a_at",3.648715398
"1553400_a_at",2.623612338
"1553401_at",2.25201621
"1553402_a_at",2.904373578
"1553403_at",2.793411219
"1553405_a_at",2.373005227
"1553407_at",2.459533895
"1553409_at",1.755929428
"1553410_a_at",1.460743834
"1553411_s_at",1.832616433
"1553412_at",2.531540872
"1553413_at",1.560406907
"1553415_at",1.679655454
"1553417_at",1.476009978
"1553418_a_at",2.287364583
"1553420_at",1.435930329
"1553422_s_at",1.457689307
"1553423_a_at",2.568763667
"1553424_at",2.553492357
"1553425_at",2.381739598
"1553426_at",2.729378626
"1553427_at",2.172437314
"1553428_at",2.164808339
"1553429_at",2.270818852
"1553430_a_at",1.428936274
"1553432_s_at",2.802391733
"1553433_at",2.054119911
"1553434_at",1.393352085
"1553435_at",1.680024615
"1553436_at",1.320210359
"1553437_at",2.112232646
