"ProbeID","Expression"
"1553442_a_at",3.84263167
"1553443_at",3.010211779
"1553444_a_at",6.329097669
"1553446_at",3.491482573
"1553447_at",4.793959961
"1553448_at",2.999871311
"1553449_at",3.710342144
"1553450_s_at",3.119211914
"1553451_at",4.478457997
"1553452_at",3.037163388
"1553453_at",4.327951935
"1553454_at",3.67101485
"1553456_at",3.622084025
"1553457_at",5.423867524
"1553458_at",4.772391458
"1553459_at",5.026952596
"1553460_at",4.086198113
"1553461_at",3.429316412
"1553462_at",2.655358691
"1553464_at",6.557393288
"1553465_a_at",3.303355752
"1553466_at",4.676139539
"1553467_at",4.12976733
"1553468_at",3.001501635
"1553470_at",3.150925776
"1553471_at",2.920095406
"1553472_at",3.726591081
"1553474_at",2.422701983
"1553475_at",3.346270063
"1553478_at",3.69693746
"1553479_at",5.354575649
"1553482_at",2.893709923
"1553483_at",5.22171639
"1553484_at",2.671070673
"1553485_at",4.379417183
"1553486_a_at",3.686226254
"1553488_at",5.266614334
"1553489_a_at",4.691463987
"1553491_at",4.262952239
"1553492_a_at",3.829741329
"1553493_a_at",4.663447383
"1553494_at",2.424634512
"1553497_at",2.715146157
"1553498_at",4.8730835
"1553499_s_at",6.216513121
"1553500_at",3.137592763
"1553502_a_at",3.292814438
"1553504_at",4.838928956
"1553505_at",3.675732031
"1553506_at",3.43421032
"1553507_a_at",5.174975245
"1553508_at",3.709191922
"1553510_s_at",4.847942597
"1553511_at",5.712247578
"1553512_at",3.496698327
"1553513_at",3.172161274
"1553514_a_at",3.927324911
"1553515_at",4.569918747
"1553517_at",4.76181925
"1553518_at",4.356503227
"1553519_at",2.68612954
"1553521_at",3.400246314
"1553523_at",4.075107134
"1553524_at",2.68612954
"1553525_at",5.778691468
"1553526_at",6.246253665
"1553527_at",3.880348294
"1553528_a_at",4.127266317
"1553529_at",3.648641358
"1553530_a_at",5.278208407
"1553531_at",4.21151985
"1553532_a_at",5.187521886
"1553533_at",4.091581566
"1553534_at",3.672295558
"1553535_a_at",6.091745804
"1553536_at",4.26810723
"1553537_at",3.225078166
"1553538_s_at",13.27354464
"1553539_at",4.659789959
"1553540_a_at",5.028067665
"1553541_at",3.73534132
"1553542_at",5.606027219
"1553544_at",5.85617088
"1553545_at",4.510329071
"1553546_at",2.418176638
"1553547_at",2.954830024
"1553549_at",3.845797982
"1553550_at",3.32908061
"1553551_s_at",11.64012491
"1553552_at",3.970569394
"1553553_at",3.447865392
"1553555_at",4.759709963
"1553556_at",3.283271852
"1553558_at",4.311579396
"1553559_at",4.834334618
"1553560_at",4.097723585
"1553561_at",2.876349324
"1553562_at",5.136752078
"1553564_at",3.729377717
"1553565_s_at",3.852951894
"1553566_at",5.486938587
"1553567_s_at",12.72934999
"1553568_a_at",5.794597514
"1553569_at",13.01393591
"1553570_x_at",12.6664102
"1553572_a_at",6.001790713
"1553573_s_at",4.272253439
"1553574_at",3.143123182
"1553575_at",7.369468077
"1553579_a_at",2.493551137
"1553581_s_at",5.578434692
"1553582_a_at",4.043469834
"1553583_a_at",5.839732339
"1553584_at",5.599718803
"1553585_a_at",4.650867177
"1553586_at",4.590431701
"1553587_a_at",6.272939415
"1553588_at",13.66571591
"1553589_a_at",8.46488815
"1553590_at",5.051744123
"1553591_at",4.237448335
"1553592_x_at",4.415728011
"1553593_a_at",4.649108026
"1553594_a_at",4.847063615
"1553599_a_at",3.375730725
"1553600_at",4.782312394
"1553601_a_at",3.731464738
"1553602_at",4.298230351
"1553603_s_at",3.188974178
"1553604_at",2.129570644
"1553605_a_at",2.422722574
"1553607_at",2.431615003
"1553608_a_at",3.017649122
"1553611_s_at",4.91334514
"1553612_at",5.214900063
"1553613_s_at",3.291204085
"1553614_a_at",3.064936118
"1553618_at",3.086805693
"1553619_a_at",3.956050398
"1553620_at",3.15757623
"1553622_a_at",2.946576813
"1553623_at",4.129076547
"1553625_at",2.196454256
"1553626_a_at",2.977857403
"1553627_s_at",3.085045281
"1553629_a_at",6.329155462
"1553630_at",2.801384039
"1553633_s_at",4.548148538
"1553634_a_at",3.304841686
"1553635_s_at",2.968554996
"1553636_at",2.68612954
